@relation _home_praneeth_ml_homeworks_ml_homeworks_hw3_._dataset1_train

@attribute text string
@attribute @@class@@ {spam,ham}

@data
'Subject: pain medication probiems\r\nwatch my pa ! n tolerancy\r\nv * ! * c * o \' p . r . o , f \' e \' n 7 . 5 / 2 oo m \' gg\r\n3 o pills 119 . 00\r\n6 o pills 229 . 95\r\n90 pllis 339 . oo\r\ncontact : http : / / spacecraft . forkesparrked 44 anew . com\r\nsame day shipping\r\np . u \' r * g . e : http : / / mamma . forkesparrked 44 anew . com / tx\r\nyour bankofamerica account\r\nthomas marsh\r\nlordchamberlain\r\nalsmedherbs private limited , dindigul - 624 001 , india\r\nphone : 837 - 748 - 2181\r\nmobile : 171 - 961 - 3611\r\nemail : vnxjnoaayq @ dwp . net\r\nplease do not reply to this message\r\nthis version is a 74 month trial version\r\nnotes :\r\nthe contents of this message is for your exclusive use and should not be personal kimono\r\nmedicinal awoke crematory\r\ntime : sat , 14 may 2005 10 : 11 : 36 - 0500\r\n',spam
'Subject: \r\ndo you ejakulate before or after a _ few minutes of intercourse ?\r\nthen you have to read this important new info !\r\nat last somethin can be done against this embaresing probl _ em\r\nwhich leads to discomfrt in even long est _ ablished relationships .\r\nif you have the balls to read on . . . come here .\r\nno _ thnks -\r\n',spam
'Subject: message subject\r\n- - - - 15880647714247442333\r\nhi varou ,\r\n\% rnd _ intro\r\n\% rnd _ ad _ 1\r\n\% rnd _ buy _ tag . visit us today .\r\nbest regards ,\r\npablo wright\r\n',spam
'Subject: stop paying for your pay per view channels , fri , 30 apr 2004 16 : 50 : 29 + 0500\r\nfri , 30 apr 2004 07 : 54 : 29 - 0400\r\nattn : digital cable - tv customers\r\ncable - channel - filters permits you to get passed cable billing and allow you to watch - unlimited cable - movies and premium channels .\r\nget digital cable - tv\r\n_ http : / / www . google . com . livewyred . com ? refid = 10010000873445724 & action = 10 & eid = fri\r\nno your type\r\n',spam
'Subject: dating service for nauuughty minded people\r\nhi . real women in a city by city database of chics that like to cheaaatt .\r\nsome like submissive , some like kinky , some like to be forced .\r\ncheck them out . it \' s absolutely nnno 0 cost to try it and to peruse the database\r\nfor free .\r\nhttp : / / dateeemywifxxp . com\r\nto get the hell out of this stuff go to here . . . .\r\nhttp : / / safebuyinghouse . com / tx\r\n',spam
'Subject: check the superb specials on top - selling r \" xdrugs .\r\nif you demand quality relief , check our store for top - selling medicals on\r\npain , stress , male reproductive tissue dysfunction , stress , man \' s care ,\r\nraised cholesterol , obesity , muscle - relaxant and sleeping aids .\r\n: - ) your services are really convenient . with quick shipment , i got my\r\nor - der without any delay . i will refer your site to others who like to\r\nreceive a cut on bucks spent for taablets . - - sunny g . in wa\r\nit is a top choice for you . have your case profile checked by licensed\r\nphysicians without any - charge .\r\nhttp : / / gwxl . fy . perfectfate . com / roc /\r\nthrough the little grounds , and stopped for no other purpose than to say ,\r\non the open balcony , smoking a cigarette in the cool air , which was\r\nand change the box for tuesday . it would be a pity to be divided ,\r\n',spam
'Subject: \r\nhm 6 elblo\r\ndear home owner ,\r\nwe\r\nhajv { e bee \' n nbotiofied that yowu \% r\r\nmorqtgagce rate is fpuixfed at a ve [ rcy\r\nhigh iwwnterepssdt ratbre . there \\ fore you are\r\ncurre { nt oytverp 8 aycing , w 4 yhich sums - oufrp to\r\nthou . sands of dollars annual * ly .\r\nluckily\r\nfor yoxju we cvan\r\nguarantee the lowest rates\r\nin the u . s . ( 3 . 50 \% ) . sbo hurry becxau \' se\r\nthe rate forecast is n # ot loo $ king goo ) d !\r\nthnere is nxmo obligat ! ions ,\r\naynod it freae\r\nlock on the 3 . 50 \% , evek 8 n\r\nwith bad cred 83 itqo !\r\nclick he . re n ( ow f = or dewdt ^ ails\r\nrorewemove h @ errbe\r\nor snail mail :\r\nrua d { a i } mpr ; en : s ! e , 434 @ 7 , r / c bqil \' o } co 1 - b 3 bu 3 majhputo , mo \" zambali \" que\r\n',spam
'Subject: fifty dollars for office xp hannibal\r\nmicrosoft software at superb prices : but how ? oem software comes to you without all the bells and whistles . you don \' t get the fancy packaging or a manual . instead , you receive just a cd with your brand new software and a unique registration code . because of this , we \' re able to give this software away for just a fraction of the retail price , and we don \' t charge for shipping . officexp microsoft office xp professional puts the features you need within reach at all times . new and improved tools in access allow you to build and manage lists and databases , or analyze information from databases such as microsoft sql server . new context - sensitive smart tags pop up with options you need right when you need them . no digging through menus . tasks that once required multiple steps are just one click away with the new taskpane . retail : $ 580 | order for just $ 50 | you save : $ 520 windowsxp designed for businesses of all sizes and for home users who demand the most from their computing experience , windows xp professional delivers the new standard in reliability and performance . it includes all the great features and new visual design of windows xp home edition , plus premier security and privacy features , advanced recovery options , improved ability to connect to large networks , and much more . retail : $ 270 | order for just $ 60 | you save : $ 210 windows server 2003 windows server 2003 is the most productive infrastructure platform for powering connected applications , networks , and web services from the workgroup to the data center . easy to deploy , manage , and use , windows server 2003 helps you build a secure it infrastructure that provides a powerful application platform for quickly building connected solutions and an information worker infrastructure for enhanced communication and collaboration anytime and anywhere . retail : $ 860 | order for just $ 60 | you save : $ 800 many more titles available view our whole software catalogue concurred predictor competitionsabine rescind wicksashay psychopath',spam
'Subject: important auction info\r\nr 3 move\r\nmarket research 8721 santa monica\r\nboulevard # 1105 los angeles , ca 90069 - 4507',spam
'Subject: time magazine articie on pain relief\r\nhelp your daughter be strong\r\nh - y , d _ r \' 0 * c ^ o - d - 0 ^ n . e 7 . 5 / 5 oo m , g\r\n30 pills 139 . 0 o\r\n60 pllls 249 . 0 o\r\n90 p ! lis 319 . oo order here : http : / / net - internetstore . com\r\nsame day shipping\r\nc \' e . a _ s . e : http : / / net - internetstore . com / please\r\nyours ,\r\njeffry valencia\r\nteacher\r\nxenamed industries , sialkot / 51310 , pakistan\r\nphone : 113 - 335 - 4473\r\nmobile : 318 - 417 - 9454\r\nemail : xlmdiydgpkbp @ mymail . com . au\r\nthis is an auto - generated message - please do not reply to this message\r\nthis shareware is a 49 second definite download\r\nnotes :\r\nthe contents of this connection is for attention and should not be began secular\r\nanguish lest sea\r\ntime : tue , 15 feb 2005 06 : 48 : 23 - 0600\r\n',spam
'Subject: online pahrma . cy you want\r\nwelcome to health suite ! chek it out !\r\niagra vic\r\nalis val\r\nx\r\nv\r\nodin ci\r\nium xana\r\nwe are the only store which gives this great deal\r\nto you .\r\nsave your health and\r\nmoney !',spam
'Subject: increase your sperm volume by 500 \%\r\nspur - m is the only site to offer an all natural male enhancement formula that is proven to increase your volume by up to 500 \% .\r\nour highly potent , volume enhancing formula will give our results in days and comes with an impressive 100 \% guarantee .\r\nimagine the difference ( look and feel ) between dribbling your cum compared to shooting out burst after burst .\r\ntry spur - m now ! and with our money back guarantee you have absolutely nothing to lose !\r\nhttp : / / lipase . net / spur / ? aa\r\n',spam
'Subject: your mother knows you watch girls moan\r\nremove\r\nremittance proprietaryeuclid scissor aggravateboylston\r\nfeldspar archaismcoupon alabamian annealbiharmonic\r\ndebugged beechbleary plenty bedpostcompetent\r\ntecum jubilatetaboo angelfish candidacylane\r\ncrow bantuagenda commonplace condemnateclimatic\r\nteahouse thoreaubridgewater revolve leveecork\r\nbindery ailairmen adams carboxybookend\r\nclipboard stiffseclusion cavort formantbrunt\r\ngaylord daimlercrossbow chlorate centrifugeover\r\nbeguile carousedeceitful jealousy redcoatalumina\r\nclint carlisleband benedictine serinecoxcomb\r\ndam wordygagging cometh minnieextensor\r\ncall congruentheadway client neoclassicconflagration\r\ncroft shoreasceticism fairfax conservativecartography\r\nhomeostasis hereinafter pekingcolby\r\nstern rejoindermandrel sheriff victorianbacterium\r\nlibrettist coledispelling easternmost nccygnus\r\ndaddy orthonormalpunish wayne wizardperk\r\ninsolvent belyingevolve attend imperialwash',spam
'Subject: tue , 23 mar 2004 12 : 06 : 14 - 0500 r ~ x quite a difference , w / overnight shipping\r\nno pre s ~ cription required w / overnight shipping\r\nordering meds should be simple ~ private ~ secure\r\nno p ~ r ~ escription required ,\r\nthank you for your time ,\r\ndr . reuben stringer\r\npaliourg below is for u if u dislike e ~ c ~ ommerce\r\nhttp : / / reuben . pharme 3 sas . com / off . html\r\n',spam
'Subject: we deliver to your door within 24 hours !\r\n',spam
'Subject: cilco storage withdrawal\r\ndaren - can you set up a deal for the cilco withdrawal for dec . 99 going\r\nforward ? i know a deal has never been set up for this but volume management\r\nwants a deal set up so they won \' t have to set up an accounting arrangement\r\nevey month . please let me know , i \' d appreciate it .\r\nthanks .\r\naimee',ham
'Subject: re : allocation exceptions\r\ndaren - meters 3002 and 3003 have volume from jan 99 thru the current month .\r\ncould a deal be created for these volumes ? there is a substanital amount of\r\nvolume each month .\r\n- aimee\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 02 / 16 / 2000 02 : 54\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfred boas\r\n02 / 13 / 2000 02 : 28 pm\r\nto : aimee lannou / hou / ect @ ect\r\ncc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect\r\nsubject : allocation exceptions\r\naimee :\r\nfollowing is a list of allocation exceptions on daily swing meters that must\r\nbe fixed .\r\nmeter 3003 with min gas date 01 / 02 / 99\r\nmeter 3002 with min gas date 01 / 02 / 99\r\nmeter 0598 with min gas date 08 / 01 / 99\r\nmeter 5360 with min gas date 0 / 01 / 00\r\ndo you think that we can get them fixed by tuesday the 15 th of this week ?\r\nlet me know ,\r\nfred',ham
'Subject: correction to 4 / 4 & 4 / 5 nominations for eastrans\r\nas a result of the east texas plant problem late yesterday , the following is\r\nrevised nominations for eastrans for april 4 00 am on 4 / 5 / 2000 nomination :\r\ndeliveries :\r\n30 , 000 mmbtu into eastrans\r\nredeliveries :\r\n20 , 000 mmbtu into pg & e\r\n7 , 800 mmbtu from fuels cotton valley into hpl\r\n2 , 200 mmbtu into hpl \' s carwheel at carthage\r\n0 mmbtu into mobil beaumont at hsc',ham
'Subject: re : duke\r\nthis has been nominated , tracked and balanced . . .\r\nmary',ham
'Subject: guadalupe power - aep corporate guaranty with marked changes and\r\nupdate\r\nupdate on guadalupe guaranty is as follows :\r\nper discussion with dan hyvl , aep corp in columbus is currently reviewing the attached tie redlined aep guaranty document .\r\ntoday , jeff hodge is preparing an enron consent notice which will be sent to phil and bryon as soon as available .\r\ni will keep everyone posted as we progress .\r\n- - - - - original message - - - - -\r\nfrom : phil schnorbach [ mailto : pschnorbach @ tielp . com ]\r\nsent : thursday , november 29 , 2001 5 : 59 pm\r\nto : djhyvl @ aep . com ; coffey jr . , jim\r\ncc : gannaway , byron\r\nsubject : aep corporate guaranty with marked changes\r\ngentlemen - we have reviewed the aep corpaorate guaranty and have provided a\r\nredline of the document to reflect our comments . we were not sure if we\r\nshould be dealing with dan or jim so we sent it to both . you can either\r\ncall byron gannaway at 9972 ) 628 - 2751 or phil schnorbach at ( 972 ) 628 - 2750\r\nwith comments or questions . we would be happy to wrap this up on friday if\r\npossible .\r\nphil schnorbach',ham
'Subject: 3 - urgent - to avoid loss of information\r\nread very carefully\r\nthe application below ( migrate me button ) must be clicked between 10 : 00 am and 11 : 00 am on the dayof your migration .\r\nyour migration date is : april 9 th\r\nplease make sure you are connected to the network before you launch this application .\r\nclick the button only once !\r\nif a pop - up box appears , prompting you to \" abort , cancel or trust signer \" please select trust signer . this box may appear multiple times . please select trust signer for every instance .\r\nplease note : you will not notice any change to your existing personal address book , journal entries , private folder structure or calendar after running this application . any information you add to your personal address book , journal entries or calendar after you process this tool will need to be manually imported into outlook after you are migrated .\r\nfailure to run this application will result in your data not being imported to outlook .\r\nthank you for your cooperation ,\r\noutlook 2000 migration team',ham
'Subject: succession plan\r\nit is my great pleasure to announce that the board has accepted my\r\nrecommendation to appoint jeff skilling as chief executive officer , effective\r\nat the time of their next board meeting on february 12 , 2001 . jeff will also\r\nretain his duties as president and chief operating officer . i will continue\r\nas chairman of the board and will remain at enron , working with jeff on the\r\nstrategic direction of the company and our day - to - day global operations .\r\njeff will assume the role at a time when the company is hitting on all\r\ncylinders and is positioned for phenomenal growth . he is clearly ready for\r\nthe job , and after 15 years as ceo of this great company , i  , m ready for a\r\nsomewhat different role .\r\nour succession plan has been clear for some time . this has afforded jeff and\r\nme the freedom to combine our strengths toward building a company that\r\ncontinues to exceed everyone  , s expectations , including our own . we look\r\nforward to furthering that relationship as jeff expands his role .\r\nthere are no plans for any other changes in our management team nor broad\r\nshifts in strategy and direction .\r\nplease join me in congratulating jeff . i look forward to a great 2001 .',ham
'Subject: re : enron bid , cps rfq 14886 - bid clarification / questions\r\nenron north american\r\ndaren farmer\r\n1400 smith street\r\nhouston , texas 77002\r\nthank you for your bid . cps is currently evaluating all bids . part of this\r\nprocess includes ( where needed ) clarification / confirmation of the bids . we\r\nemphasize we are not seeking nor can we accept any change of bids . our\r\nunderstanding of the your bid reflects ( in part ) :\r\n* unbundled gas supply , 5 year term :\r\n- to waha , agua dulce , or thompsonville ; up to 15 , 000 mmbtu / d , at\r\nstated bid prices ; firm baseload ( no nomination )\r\n* bundled gas supply , 5 year term :\r\n- to cps - karnes or cps / el paso ; up to 15 , 000 mmbtu / d , at stated bid\r\nprices ; firm baseload ( no nomination ) .\r\ncps needs clarification of total volumes available combining maximum\r\nunbundled and bundled gas supply . we may have other questions as we continue\r\nour evaluation . we look forward to your response . please respond via email\r\nto me and all parties in the \" cc \" box above , or by fax to ms . trisha wiatrek\r\nat 210 - 353 - 3060 and copied to barry williams . again , thank you for your bid .\r\nsincerely ,\r\nbarry s williams\r\ngeologist\r\ncity public service\r\npo box 1771 / 145 navarro\r\nsan antonio , tx 78296\r\n210 - 353 - 2876',ham
'Subject: enron / hpl actuals for december 13 , 2000\r\nteco tap 37 . 500 / hpl gas daily\r\nls hpl lsk ic 30 . 000 / enron',ham
'Subject: re : apache deal 384247 10 / 00\r\naccording to the contract brief i received , the 2 . 175 is a 1999 price . i\r\nbelieve my pricing is correct . bob or darren may be able your questions\r\nbetter .\r\ndave\r\nenron north america corp .\r\nfrom : megan parker @ enron 11 / 21 / 2000 03 : 27 pm\r\nto : david baumbach / hou / ect @ ect\r\ncc :\r\nsubject : apache deal 384247 10 / 00\r\ni got an invoice for the gas we bought from apache for tenaska iv and they\r\nhave a different price . for deal 384247 , we have a price of 2 . 285 and a\r\ndemand fee of 0 . 457 for 25 , 000 / day . apache is billing us at 2 . 175 with no\r\ndemand charge . can you verify this price for me and let me know which is\r\ncorrect ?\r\nthanks ,\r\nmegan',ham
'Subject: flow volumes at oxy gladewater , meter 98926\r\nbob ,\r\ni have a volume of about 713 / day at the above referenced meter . i don \' t\r\nhave a deal in the system to allocate to for october ( flow began on 10 / 11 ) .\r\nthis is hitting my exception report . please advise .\r\nmary',ham
'Subject: organisational meeting\r\nplease plan on attending an organisational meeting today at 2 : 30 in room 46 cl .\r\nsorry for the short notice .\r\nif you can not make it , please get with steve jackson , leslie reeves or\r\nmyself so we can\r\nkeep you informed .\r\nthanks\r\nbob',ham
'Subject: cornhusker contact information - revised\r\napache\r\nvernon tiger\r\nphone : 713 - 296 - 6617\r\nfax : 713 - 296 - 6319\r\n2000 post oak blvd . # 100\r\nhouston , tx 77056 - 4400\r\nlone star pipeline\r\nlisa mcauliff ( contracts ) wilma easter ( scheduling )\r\nphone : 214 - 875 - 5224 phone : 214 - 875 - 3296\r\nfax : 214 - 875 - 5134 fax : 214 - 875 - 3810\r\n301 s . harwood # 801 n\r\ndallas , tx 75201\r\nwilliams energy\r\njeff goforth\r\nphone : 918 - 573 - 8125\r\nfax : 918 - 573 - 1530\r\npo box 2848\r\ntulsa , ok 74101\r\ncinergy marketing & trading ( agent for apache )\r\nlisa hughes\r\nphone : 281 - 583 - 6279\r\nfax : 281 - 583 - 4353\r\n616 fm 1960 w # 800\r\nhouston , tx 77090\r\n( note : cinergy will be moving downtown next month )\r\nwhite pine energy , llc\r\nmichael mazowita - director of asset mgmt\r\nphone : 248 - 442 - 4823\r\nfax : 248 - 477 - 5729\r\ncell : 248 - 345 - 4002\r\n19436 auburndale street\r\nlivonia , mi 48152\r\ncleburne plant\r\nmike gough - plant manager ken riesz - operations supervisor\r\nphone : 817 - 641 - 5041 phone : same\r\nfax : 817 - 641 - 5042\r\ntenaska iv texas partners\r\n831 sparks drive\r\ncleburne , tx 76031',ham
'Subject: hpl nom for dec . 14 , 2000\r\n( see attached file : hplnl 214 . xls )\r\n- hplnl 214 . xls',ham
'Subject: re : cody texas , l . p . , meter 5333\r\ndaren ,\r\ndeal # 320162 has been created and entered in sitara .\r\nbob\r\nenron north america corp .\r\nfrom : melissa graves 06 / 30 / 2000 12 : 22 pm\r\nto : robert cotten / hou / ect @ ect , hillary mack / corp / enron @ enron\r\ncc : vance l taylor / hou / ect @ ect\r\nsubject : cody texas , l . p . , meter 5333\r\nbob ,\r\nhplc will be purchasing wellhead gas from the producer listed below for the\r\nproduction month of july . this production will be purchased on a \" spot \"\r\nbasis and a deal ticket should be created and entered into sitara based on\r\nthe following information :\r\ncounterparty meter volume price\r\ncody texas , l . p . 5333 2975 mmbtu / d 100 \% if / hsc less $ 0 . 09\r\nthis ticket should be marked evergreen , so that it rolls month to month .\r\nadditionally , this is a producer svcs . deals and should be tracked in the im\r\nwellhead portfolio . . . attached to the gathering contract .\r\nhillary ,\r\ni noticed deal 305549 has just been put in for one day ( 6 / 1 / 00 ) . we have\r\nflow at this meter during the month of june , so could this ticket be changed\r\nto go through 6 / 30 / 00 ?\r\nthanks you ,\r\nmelissa\r\nx 39173',ham
'Subject: capacity\r\nthese may help w / the stuff you \' re working on for redmond',ham
'Subject: pops it team temporarily moving to allen center\r\nplease note that the pops team will be temporarily moving\r\nto 3 allen center starting monday 5 / 15 . we will be located\r\nin 3 ac 3708 till we move back to the enron bldg .\r\nthe pops oncall pager : 713 - 796 - 4149\r\npops cellular : 713 - 562 - 2458\r\nalso note that i \' ll be attending a class thru the whole of next week ( 5 / 15 -\r\n5 / 19 )\r\nif there are any pops issues please have your people contact the following\r\nchristine pham x 34202\r\nshawn macphail x 31837\r\nthanks\r\nromeo',ham
'Subject: cleburne - tenaska iv plant\r\ndaren ,\r\ni \' m trying to put together the 2001 operating budget for the plant . i need a\r\nconservative forecast , per month , of the price that could be obtained by\r\nselling our excess volumes .\r\nthanks .',ham
'Subject: extend deal\r\nduring the month of june there is flow at meter 6347 , but there is no deal .\r\nthere is a deal in may ( deal 290472 ) , \" could you extend that deal for the\r\nmonth of june ? \"',ham
'Subject: meter 1031 baytown exxon\r\ndaren - the valve for meter 1031 was not shut off in time on 3 / 1 . it flowed\r\nabout 1 . 200 . could you please extend the deal for one day ( deal 589188 ) ?\r\nthanks .\r\nal',ham
'Subject: hpl nom for april 4 , 2001\r\n( see attached file : hplno 404 . xls )\r\n- hplno 404 . xls',ham
'Subject: hpl noms . for dec . 29 , 2000\r\n( see attached file : hplnl 229 . xls )\r\n- hplnl 229 . xls',ham
'Subject: 12 th nom going back to 70 into midcon\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 10 / 10 / 2000\r\n03 : 38 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nroyal _ b _ edmondson @ reliantenergy . com on 10 / 10 / 2000 03 : 25 : 55 pm\r\nto : janet . h . wallis @ enron . com , ami _ chokshi @ enron . com\r\ncc :\r\nsubject : 12 th nom going back to 70 into midcon\r\n( see attached file : hpl - oct . xls )\r\n- hpl - oct . xls',ham
'Subject: help !\r\nbrian ,\r\nwho do i talk to about getting daren farmer a labor distribution report . he\r\nneeds to see what employees are hitting his rc . i know that we have\r\ndiscussed this prior and soem managers are receiving a monthly report but he\r\nis not . who can help us ? ? ?\r\nthank you !\r\nyvette\r\nx 3 . 5953',ham
'Subject: fw : meter 98 - 7266 ; may 2001 texas general land fuel volume\r\nfyi . . . . . . . . . . . .\r\n- - - - - original message - - - - -\r\nfrom : majorwitz , buddy\r\nsent : tuesday , october 23 , 2001 9 : 55 am\r\nto : olsen , michael\r\ncc : wynne , rita ; schumack , sherlyn\r\nsubject : meter 98 - 7266 ; may 2001 texas general land fuel volume\r\nmike ,\r\nas you may recall , this meter needs to be set up for may 2001 just as it was for april 2001 . below is a screen print of what april 2001 looks like . when you had previously attempted to set this meter up , i believe it wouldn \' t let you because of one ( or both ? ) of the contracts being canceled or expired . i have inquired as to what can be done and have learned that you can contact global counterparties and have them temporarily set the contract ( s ) back up for a short period to give us time run the volumes through the system . as i am unfamiliar with this process and the global counterparty personnel , i do not have a contact for you . hopefully this is something you may have had to do in the past . since this is a call - out meter , i can enter the actual volumes in once the contracts are set up and appear for may 2001 . in case you need to enter them , the volume should be as follows :\r\ncontract 012 - 41500 - 05 - 002 hpl injection 16 , 149\r\ncontract 012 - 88494 - 05 - 001 tx genl land withdrawal 16 , 149\r\ni have been advised that this volume needs to be entered by the end of october if at all possible , therefore , your prompt attention to this matter would be most appreciated . if you have any questions , please don \' t hesitate to give me a call .\r\nbuddy\r\nx - 31933\r\n',ham
'Subject: re : sitara positions , end of month feedback from unify\r\nrobert superty @ ect\r\n11 / 16 / 2000 09 : 02 am\r\nto : randall l gay / hou / ect @ ect , edward terry / hou / ect @ ect , victor\r\nlamadrid / hou / ect @ ect , tricia spence / hou / ect @ ect , george smith / hou / ect @ ect ,\r\nbeverly beaty / hou / ect @ ect , pat clynes / corp / enron @ enron , patti\r\nsullivan / hou / ect @ ect , donna greif / hou / ect @ ect , richard pinion / hou / ect @ ect\r\ncc : dave nommensen / hou / ect @ ect , matt pena / na / enron @ enron , bob m\r\nhall / na / enron @ enron\r\nsubject : re : sitara positions , end of month feedback from unify\r\nplease take note of dave \' s very important message regarding sitara\r\npositions . we absolutely cannot afford to go through this again and need to\r\ndo everything possible to help limit the exposure . with prices where they\r\nare and winter weather upon us we will most likely have a very challenging\r\nbid week .\r\nthat being said i want each of you to make sure we adhere to the \" daily\r\nclean \" process . you should pull all the necessary reports each day and keep\r\nafter the schedulers to make sure they are up to date . if you wish , donna and\r\nrichard can make these available each day and distribute to the group . we\r\ndon \' t have much time so this needs to happen immediately .\r\ndonna , please provide me with a daily summary of all the desks for the\r\nremainder of the month .\r\nlet me know if you have any questions or concerns , thanks - bob\r\nfrom : dave nommensen 11 / 16 / 2000 08 : 31 am\r\nto : robert superty / hou / ect @ ect , randall l gay / hou / ect @ ect , george\r\nsmith / hou / ect @ ect , edward terry / hou / ect @ ect , victor lamadrid / hou / ect @ ect ,\r\ntricia spence / hou / ect @ ect , beverly beaty / hou / ect @ ect , pat\r\nclynes / corp / enron @ enron , patti sullivan / hou / ect @ ect , carlos j\r\nrodriguez / hou / ect @ ect , kevin heal / cal / ect @ ect , anita k patton / hou / ect @ ect\r\ncc : matt pena / na / enron @ enron , donna greif / hou / ect @ ect , richard\r\npinion / hou / ect @ ect , kathryn bussell / hou / ect @ ect , jeff\r\njohnson / corp / enron @ enron , bob m hall / na / enron @ enron , jayant\r\nkrishnaswamy / hou / ect @ ect , scott mills / hou / ect @ ect , tommy j\r\nyanowski / hou / ect @ ect , richard burchfield / hou / ect @ ect\r\nsubject : sitara positions , end of month feedback from unify\r\nbob , et al ,\r\nas i am sure you recall , we had a problem with sitara positions earlier in\r\nthe month and had to cease trading early and revert to cpr for positions .\r\nalthough i have not gotten very far in my transition off of unify and onto\r\nsitara and tds , we do see some potential for this happening again towards the\r\nend of this month and the beginning of next month .\r\nthe problem with managing positions is a combination of sheer deal counts ,\r\nalong with updates to those deals . a large portion of these updates come to\r\nsitara via the unify bridge back process . it would be ideal if we could\r\ncontinue to have the unify data \" cleaned / scrubbed \" week to week and try to\r\navoid having the bulk of the month being updated / bridged in the final\r\nweek / days of the month . i know this is the goal of logistics , but i just\r\nwant to help reinforce that goal due to the performance impact it can have on\r\nthe gas trading systems . perhaps a few extra pair of eyes on the pipeline\r\nexception summary and the bridge back pipeline summary in unify this month\r\nwould help .\r\nanother area that causes these transaction counts to increase is the need to\r\nhave 2 months \" active \" at a time . in other words , when november is over and\r\nwe are in the first week or two of december , sitara continues to maintain\r\npositions for november . this november data degrades the ability to update\r\ndecember positions in a timely manner . we may find ourselves having to\r\nremove the november deals from the sitara positions sooner than we have in\r\nthe past .\r\ni will be trying to work with the sitara team in the coming days / weeks to\r\nimplement some combination of quick fixes , as well as look into the long term\r\nchanges necessary to support our increased trading business .\r\nplease let me know if you have any questions or comments in this area .\r\nthanks , d . n .',ham
'Subject: re : hpl system training\r\ndaren ,\r\ni would like for these sessions to be separate , only because my group is\r\nprobably at a different level than lisa \' s in terms of understanding the\r\nbusiness ( not that we understand it in its entirety ) . the last week of this\r\nmonth or the first week of march prior to the 6 th workday is good for my\r\ngroup ( s ) . let me know . thanks !\r\ndaren j farmer\r\n02 / 17 / 2000 05 : 02 pm\r\nto : rita wynne / hou / ect @ ect , lisa csikos / hou / ect @ ect\r\ncc :\r\nsubject : hpl system training\r\nrita and lisa ,\r\nwhy don \' t ya \' ll get together and determine a range of days / times that would\r\nwork for your groups to have a training session . ( over lunch or early\r\nafternoon ) if you are interested , i would like to discuss how we operate the\r\nhpl system and the processes we go through during the trading day . to help\r\nwith the discussion , i have maps which highlight the main points and areas\r\nwhere we transact . ( there will be a few for you to keep at the desks . )\r\ni did this with the logistics group . i think it went pretty well . if you\r\nwant to do this , we need to allow 1 . 5 to 2 hours to talk about everything .\r\nlet me know .\r\nd',ham
'Subject: holiday invitation\r\nplease click on the attached link to launch your holiday party invitation .\r\nhttp : / / invitation . enron . com\r\nplease direct any questions to dorie hitchcock via email .',ham
'Subject: re : midcoast marketing\r\nthe deals are in and the ticket numbers are jan . 214249 and feb . 214251 .',ham
'Subject: urgent\r\ned has requested that we compile a list this morning of all parties / points which we owe gas to , in the event that we need to find a home for excess volumes today . please email me a list of any meters / contracts that you are aware of . i am compiling an interim list based upon the rtu variance report for march , however , i don \' t want to rely on this list as you may be engaged in balancing at meters with variances .\r\nthank you ,\r\nmary',ham
'Subject: re : accounting arrangements for 98 - 6725 , 98 - 6575 & 98 - 6014\r\nanita ,\r\nplease be advised that 98 - 6725 has been placed on stranger \' s gas ( per daren\r\nfarmer ) until a price negotiation has been reached .\r\nthanks\r\n- jackie -\r\n3 - 9497\r\nanita luong\r\n02 / 08 / 2000 12 : 07 pm\r\nto : jackie young / hou / ect @ ect\r\ncc :\r\nsubject : re : accounting arrangements for 98 - 6725 , 98 - 6575 & 98 - 6014\r\njackie . . . . . . . . . . . . see below for track id .\r\ni don \' t see a deal for meter 6725 in path manager for days 1 - 20 thus i cannot\r\ncreate accounting arrangement for these .\r\njackie young\r\n02 / 07 / 2000 03 : 12 pm\r\nto : anita luong / hou / ect @ ect\r\ncc :\r\nsubject : accounting arrangements for 98 - 6725 , 98 - 6575 & 98 - 6014\r\nhi anita ,\r\ncan you please set up an accounting arrangement for the above meters for\r\n1 / 2000 production ?\r\n98 - 6725 receipt meter 215 k\r\n98 - 6575 receipt meter 96026573 k 75780\r\n98 - 6014 receipt meter 96026573 k 75959\r\nthanks\r\n- jackie -\r\n3 - 9497',ham
